,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
R2,0.8448250388909525,0.8480490878991609,0.8578058194924247,0.8310024803611793,0.7682432050799226,0.7355266608932887,0.727285966815503,0.726198070755171,0.7653570564553069,0.7893200343394148,0.7762352597425771,0.7955504565059488,0.8343150107757675,0.8973617666778432,0.8742751471313018,0.8130578660321954,0.791477065613299,0.7570336253010863,0.7449729216247831,0.734655130147514,0.7340578631231724,0.7464071486146793,0.6770267037394138,0.7393421445281481,0.7815161532045193,0.7700354728071797,0.8295939525494346,0.8164579867619955,0.8451609947588236,0.8942293923133529,0.8987113264069241,0.9073963179001483,0.9029891350884309,0.8922601668592887,0.8930201709136432,0.8974118418604982,0.8966141253674241,0.8723993225616155,0.8693817976768141,0.864899766536467,0.8779723558929851,0.8832180935761245,0.8635109172902646,0.8474203847983216,0.8470038337218915,0.8994111816639541,0.9246050147540505,0.9185435148760827,0.9344445694365875,0.9319647261680168,0.9063799329645288,0.8944225804308188,0.8840189203022392,0.8877435274159737,0.8743549058507039,0.8343266403755997,0.8226192005867246,0.8681054982571075,0.8621398495834625,0.8651018280731008,0.8674145278104494,0.875496991891904,0.8797440999700932,0.8775989063215233,0.8582739679010968,0.8685727954944081,0.8836843119988174,0.8637122983534679,0.8481643353905342,0.8356395045356626,0.8375752631365604,0.8458453416973266,0.8452886930591976,0.8481737379508332,0.8449710002608701,0.818613168103962,0.8025107772551823,0.7883492730536689,0.790177598192192,0.7882542798285898,0.722370499594694,0.722560210235069,0.7182757772907942,0.7085835746400451,0.6963620422845477,0.6550789272682435,0.6264767457501232,0.615388457283855,0.620031006180108,0.620090503952829,0.6313272585450233,0.6609950732069774,0.698285902393499,0.7046481894360338,0.718668725776314,0.7179299175080927,0.7192592739944925,0.714505367997639,0.705835000891609,0.6978904393769558,0.6910196643742701,0.6929982545871529,0.6942033340218177,0.6913343108133532,0.6866264592438928,0.6832632801960585,0.678420590378554,0.6663136940175649,0.6621971717908987,0.6601469511236938,0.6474517094239548,0.6464122653883764,0.6411104301193374,0.633876691172043,0.6302300296013676,0.6322563025562072,0.6358283903254838,0.6356307850592192,0.6348413156482586,0.6353199131479126,0.6356525217206717,0.6392239281097157,0.6412825904417231,0.6434743063950403,0.6397836091352288,0.6494429630746823
MSE,2.6341132940592805e-07,2.5421012274912956e-07,2.5688143095336836e-07,3.440700306896659e-07,5.717308369966409e-07,7.429158682061628e-07,7.669347546804423e-07,7.631450945413461e-07,6.315889825987644e-07,4.935675813545605e-07,5.234807213314033e-07,4.1842439391433677e-07,2.691196549418152e-07,1.0336805897952871e-07,1.057586575341186e-07,1.419294699096216e-07,1.5444067825872327e-07,1.6666499128713812e-07,1.6473279752476465e-07,1.7084102349741564e-07,1.5948541642433987e-07,1.329518295262592e-07,1.3273268849542338e-07,9.587629260618886e-08,7.102180245675102e-08,7.125554839086856e-08,4.947482854706565e-08,4.791035138072071e-08,3.6569956546112775e-08,2.1956118426950325e-08,1.9821590045332305e-08,1.7394571000679486e-08,1.7240261348393417e-08,1.8737332682397153e-08,1.7796013510366438e-08,1.5029896174507114e-08,1.322538065784898e-08,1.4850874148487036e-08,1.44395988628539e-08,1.4311648705182272e-08,1.2685826779920741e-08,1.161796936065274e-08,1.2913433066771586e-08,1.3897584048391756e-08,1.301637821334979e-08,7.711506269937298e-09,5.085114068758787e-09,4.828510231405456e-09,4.030934099957738e-09,4.031740985068625e-09,5.069127036237318e-09,5.377257671619277e-09,5.363011491391184e-09,5.082623897728096e-09,5.570678843415311e-09,6.864771744494615e-09,7.236300908281977e-09,5.863245000326079e-09,6.122734386883947e-09,5.825380030468455e-09,5.558383787461753e-09,5.19333880683806e-09,4.939863825341716e-09,4.9988119938927595e-09,5.6797917622194834e-09,5.2081378631279266e-09,4.66144588272984e-09,5.323579582834516e-09,5.81305481882612e-09,6.155834641729873e-09,5.975047919261357e-09,5.764868691400965e-09,5.618553298493779e-09,5.271215804879655e-09,5.281638604759836e-09,6.09257442859026e-09,6.741745134714346e-09,7.2052781984137985e-09,7.317194821490157e-09,7.399449944331933e-09,9.018635918703471e-09,8.983818753660278e-09,8.989049620962095e-09,8.916500260866678e-09,8.858795386936321e-09,9.747487704684176e-09,1.019349704034251e-08,1.0345573374080354e-08,9.978831225754102e-09,9.90461066070631e-09,9.482683079055242e-09,8.625757396972704e-09,7.597769023671777e-09,7.65025058330175e-09,7.286277275026997e-09,7.289780379833201e-09,7.180568859365131e-09,6.939119379848737e-09,6.975521168033344e-09,6.966552775666241e-09,7.046464818545549e-09,6.925430691326365e-09,6.941609252487021e-09,6.87085735286158e-09,7.1156486646240655e-09,7.137489560433758e-09,7.120648807112615e-09,7.381671482403034e-09,7.58626044539565e-09,7.723327873516336e-09,8.328015591490436e-09,8.407825353247388e-09,8.45418545181123e-09,8.5961911782378e-09,8.535936156068054e-09,8.48553494228077e-09,8.284763298994335e-09,8.226145158260343e-09,8.488556860295534e-09,8.121309304587289e-09,8.126587943548508e-09,8.050489684355315e-09,8.046965449097449e-09,7.937709366566987e-09,8.106356488131422e-09,7.862507101505397e-09
MAE,0.0002091444338750425,0.00019943747300489793,0.00020671080162798971,0.00022230194939248992,0.00025688909436530366,0.0002851291714225137,0.00029280418308861135,0.0002929644985223709,0.00028384544759290595,0.000285231339132363,0.00031441780896791403,0.0002966835258354129,0.00025318426432392824,0.0002003437775045998,0.00020002494849586535,0.00022309088976712012,0.0002330821789270822,0.00022885438599519115,0.00022409259474853225,0.00021827967322624148,0.0002066024805834583,0.00018536255926961183,0.00017800090790378594,0.00016094032955639255,0.00014376593319812648,0.0001411324302415384,0.00012434033181390295,0.00012091806712616422,0.00010624499189473008,8.814762089155659e-05,8.52462156712601e-05,7.985087274937429e-05,7.845198439949954e-05,8.027805126774192e-05,8.086386486355329e-05,7.560765576886252e-05,6.982227422663775e-05,7.218202920911345e-05,7.081947565705515e-05,6.89757218685654e-05,6.539736575603932e-05,6.140717262110608e-05,6.291132686180187e-05,6.292724105520817e-05,6.0039322842770975e-05,5.246735797905712e-05,4.57150339555137e-05,4.376690794913431e-05,4.0376133539481245e-05,3.922076715931582e-05,4.255738489039322e-05,4.411961258912045e-05,4.283928219830152e-05,4.157413852971807e-05,4.289261638945273e-05,4.495288959256177e-05,4.610447532189555e-05,4.5479677801633006e-05,4.489313889429014e-05,4.239746070104707e-05,4.028369168043741e-05,3.918460655492719e-05,3.7766011479629236e-05,3.787572379518418e-05,4.113961180483896e-05,3.973847266378743e-05,3.71847817117646e-05,3.922071177910171e-05,3.9872197178541046e-05,4.1069895115030426e-05,4.0373008031940606e-05,4.026299741064863e-05,3.896610514278746e-05,3.6835013290858196e-05,3.558078877344292e-05,3.6861642567641225e-05,3.928293721967105e-05,3.999892441764868e-05,4.005899625350129e-05,4.093532788680932e-05,4.25800452598582e-05,4.332058683670165e-05,4.500341918408934e-05,4.462484153216423e-05,4.140768792592688e-05,4.362107903350656e-05,4.336045845836486e-05,4.4076040109760466e-05,4.408503055207145e-05,4.5410785772784094e-05,4.4233481973606975e-05,4.274778243281873e-05,4.106701621619212e-05,4.1619960486578356e-05,4.0181400713041125e-05,4.0161526234996744e-05,3.883615566218058e-05,3.7475366619837546e-05,3.732977391731336e-05,3.676658566163994e-05,3.7650355903617335e-05,3.683375252460146e-05,3.715925882130703e-05,3.608107991462992e-05,3.6434063200001334e-05,3.61882193774997e-05,3.482803065305265e-05,3.6226275668557e-05,3.5714156797381554e-05,3.5052497781397024e-05,3.82538114367055e-05,3.94114021923661e-05,4.012582519036643e-05,4.1474887718967586e-05,4.100808456782587e-05,4.0644937131170617e-05,3.917117177929855e-05,3.879470193250554e-05,3.956937627002362e-05,3.802787704604171e-05,3.79395301187121e-05,3.791819164457292e-05,3.7781923438899156e-05,3.698780342868158e-05,3.8168911395147805e-05,3.703369367355406e-05
RMSE,0.0005132361341584671,0.0005041925453129286,0.0005068347175888491,0.0005865748295739137,0.0007561288494672326,0.000861925674409437,0.0008757481114341283,0.0008735817617952804,0.0007947257279079144,0.0007025436508534972,0.0007235196758426154,0.0006468573211414839,0.0005187674382050354,0.00032150903405585464,0.0003252055619667637,0.00037673527829182866,0.00039298941240028753,0.00040824623854622115,0.00040587288345584835,0.0004133291950702438,0.00039935625251689733,0.000364625601852447,0.0003643249764913509,0.000309638971394411,0.0002664991603302926,0.0002669373491867868,0.00022242937878586463,0.00021888433333777158,0.00019123272875246219,0.0001481759711523779,0.00014078916877846928,0.00013188847940847405,0.0001313021757184298,0.00013688437705741715,0.0001334016998031376,0.00012259647700691532,0.00011500165502221688,0.00012186416269144525,0.00012016488198660164,0.00011963130319938119,0.00011263137564604607,0.0001077866845238907,0.00011363728730822285,0.00011788801486322414,0.00011408934311910902,8.781518245689238e-05,7.130998575766781e-05,6.948748255193489e-05,6.348963773686016e-05,6.349599188191822e-05,7.119780218684645e-05,7.332978706923454e-05,7.323258490174427e-05,7.129252343498648e-05,7.463698040124152e-05,8.28539180998377e-05,8.506644995697174e-05,7.657182902560235e-05,7.824790340248068e-05,7.632417723414026e-05,7.455456919238252e-05,7.206482364398084e-05,7.028416482637974e-05,7.070227714785966e-05,7.536439319877446e-05,7.216742937868804e-05,6.827478218734821e-05,7.296286440946871e-05,7.624339196826253e-05,7.845912720474191e-05,7.729843413201433e-05,7.592673238985703e-05,7.49570096688347e-05,7.260313908419976e-05,7.267488290159012e-05,7.805494493361877e-05,8.210813074668273e-05,8.488391012679493e-05,8.554060335004749e-05,8.602005547738232e-05,9.496649892832457e-05,9.47830087814281e-05,9.481059867420992e-05,9.442722203298516e-05,9.412117395642875e-05,9.872936596922e-05,0.00010096284980299689,0.00010171319174069975,9.989410005477852e-05,9.95219104554686e-05,9.737906899870855e-05,9.287495570374559e-05,8.716518240485577e-05,8.74657109003394e-05,8.535969350359101e-05,8.538021070384636e-05,8.4738237292058e-05,8.330137681844603e-05,8.351958553556971e-05,8.346587791227168e-05,8.394322377979982e-05,8.321917261861214e-05,8.331632044495857e-05,8.28906348923784e-05,8.43543043633463e-05,8.44836644590761e-05,8.4383936902189e-05,8.591665427845194e-05,8.70991414733558e-05,8.788246624621055e-05,9.125796179780938e-05,9.169419476306769e-05,9.194664459245498e-05,9.271564689003577e-05,9.239013018752627e-05,9.211696337961195e-05,9.102067511831767e-05,9.06980989782054e-05,9.213336453367766e-05,9.011830726654429e-05,9.014758978224824e-05,8.972452108735557e-05,8.970487973960753e-05,8.909382339178731e-05,9.00353068975245e-05,8.867077929907573e-05
MAPD,3.391525108902929,2.5583603552642433,2.89392759395438,4.33606045967776,3.7350946763957364,4.638171947174382,3.9800162145562537,4.487506462107474,5.737210202707669,6.388374642030634,8.297269020542128,7.893133087859175,7.44553615657754,6.7475571029004815,6.958592519566542,5.656748255749477,6.390946783358122,6.726545319537294,7.536740953333612,8.034745624408576,7.294510215415742,8.040668715142282,8.07344286741981,9.11827235592691,8.947781278436723,8.419184515794237,6.861448938529066,5.312114277406256,6.524384467884622,6.338791703037169,6.898122885671687,5.484435055496874,5.795319316476917,6.158516548876326,6.668225727999843,6.4362206758438845,5.550117224896075,6.654089592202859,5.4161120335647475,4.750881570440854,4.8823093920761025,4.7943204805951485,5.302150869134555,4.553959612772866,4.247373877642582,4.1105712413246644,3.603415141895387,3.616170966303496,3.5812938629799755,2.904886357982612,3.5115542727796463,3.9149706338542716,3.6636438319971245,3.4974858251533103,3.1452816842505573,2.8681265721725318,3.8957002411232544,4.62209157941721,3.5804698072096,3.4820584129854533,2.7248824075646465,2.755591829053162,3.1346949698353317,3.2672984890639425,3.5689968019281535,3.260277847340794,3.3488923874054715,3.5342151857717843,3.531576219321965,4.228764702958268,4.095225628827307,3.633928288211748,3.121911373494188,2.681900528154113,2.272102089143015,2.5318326464534637,3.035691404472833,2.8129453412031835,2.5811503080153217,2.4302836426427463,3.4233139848283383,2.6494772949530274,2.4334173428672417,2.4748071037845496,2.338468648053415,2.5127995743048928,2.300048502105327,2.6380797949152024,2.860918816825417,2.8956471547867655,2.6048040188317882,2.6427263747198717,2.8887469951280313,3.645949216279555,2.6093339282014205,2.6345609758642476,2.543130998593749,3.1937857356382953,2.947215854317923,2.4883595462680588,2.563228961573193,2.6770394432895155,2.6585074084621714,2.5727641127800833,2.194738744452086,2.6753449160249847,1.9619301735939516,2.544636411882331,2.4064447288406883,2.2836789128223014,2.478392377388711,2.7637115037626336,2.652629745939487,3.2298063616032713,2.713272044177481,2.9204361349044765,2.626365742795303,2.8997975709571757,2.5461689759605868,2.513167133108378,2.4451140190560547,2.614849733768853,2.501541770706673,2.027119759222588,2.353275057508909,2.8255126521665335
Bias,-5.8734331107248895e-05,-4.4739106051277657e-05,-4.861723476185697e-05,-5.545533786548825e-05,-9.885471530065802e-05,-0.00010971611906498522,-0.00012419047644825882,-0.00013150818174526713,-0.00013236589410577437,-0.0001436326564843795,-0.0001544924277287905,-0.00013020695884766628,-8.561762330045407e-05,-1.6727057741755558e-05,-1.3481916772110724e-05,-1.9832860606337858e-05,-2.1141954361882737e-05,-2.1814066164906854e-05,-1.6138546471472895e-05,-1.8488702473907182e-05,-1.4894777716585368e-05,-3.2425627216878897e-06,1.2144719813152017e-05,1.2110232215026927e-05,1.1583073357956813e-05,7.751085467042595e-06,-7.233857973622754e-06,-4.60983174172521e-06,-3.543119787413871e-07,1.0231282147055828e-05,7.274950764601713e-06,5.122835494844871e-06,5.183877687304235e-06,5.084364218098386e-06,9.145880719761926e-06,1.3151571703160752e-05,9.740494165174875e-06,8.976281096503174e-06,1.2002449922473106e-05,1.2363303696574042e-05,1.096040636305931e-05,8.107640894427452e-06,1.0703015507667511e-05,9.576530047845023e-06,1.1738116873438094e-05,1.6931052701698726e-05,1.5118260647458843e-05,1.456758072108311e-05,1.0271775506747358e-05,1.1192180073851547e-05,1.4392809543302105e-05,1.487443987448545e-05,1.3595298020723352e-05,1.3228797270628254e-05,1.611961882355932e-05,1.7930460339074852e-05,1.7349286276772923e-05,1.576944078810238e-05,1.560300963804724e-05,1.610055162191505e-05,1.4025491714105121e-05,1.1194786578357667e-05,1.0570377861871982e-05,8.666932907208728e-06,1.047760465622563e-05,8.582141630855698e-06,5.2472728906955515e-06,7.575256115650822e-06,8.556758087054995e-06,9.72464065403733e-06,1.0788979223495566e-05,9.281929643657195e-06,6.7843747213274315e-06,4.005020466903537e-06,2.8076698471511118e-06,3.1635551547653923e-06,2.50984790720792e-06,1.7563578508798193e-06,6.217915964717836e-07,5.385934823217448e-08,3.003184663909245e-06,3.1379312640930453e-06,4.138198269417972e-06,2.9614442361716636e-06,1.2643156341433297e-06,1.4477935878076909e-06,1.1560756982717658e-06,-8.569112029344589e-07,-1.3179911597389362e-06,-1.5091115618906433e-06,-3.1537367437537746e-06,-3.6062575269300087e-06,-6.833965516313209e-06,-9.434098175954735e-06,-1.2333790124921491e-05,-1.4184270092922301e-05,-1.3758503003548372e-05,-1.3327742918587983e-05,-1.1437237435702832e-05,-1.2519874181598921e-05,-1.4029185674350165e-05,-1.5923217637681924e-05,-1.4765080594761025e-05,-1.5021912132342198e-05,-1.4657876104854397e-05,-1.5369171212679845e-05,-1.8720201879876843e-05,-1.922660269829132e-05,-2.1360759176325997e-05,-1.933054773730245e-05,-2.0762191368704532e-05,-2.1322178407408174e-05,-2.1723498030628014e-05,-2.126290498336665e-05,-2.0527542629444082e-05,-2.1344498267713172e-05,-1.9824324135301186e-05,-1.964588486578788e-05,-1.999408603088361e-05,-2.2099511066457494e-05,-2.224397434919742e-05,-2.2165685911460437e-05,-2.183356403890213e-05,-2.1332890892086172e-05,-2.2612939420757462e-05,-2.2053426266333287e-05
